Name,Age,City_Tier,Job_Type,Monthly_Income,EMI_Amount,Active_Loans,Credit_Utilization(%),UPI_Transactions,Bill_Payment_History(%),Bank_Balance_Variance,Is_MSME,GST_Revenue,Invoice_Defaults,Credit_Score
Yug Chadha,28,3,Self-Employed,20830,10831,1,32,47,76,28,1,94170,3,602
Meera Tiwari,58,3,Self-Employed,20257,5064,2,53,56,83,42,1,116298,0,739
Nikita Sani,48,3,Self-Employed,25377,1522,0,89,59,97,33,0,0,0,773
Harini Contractor,32,3,Self-Employed,10000,5100,0,82,42,85,46,0,0,0,639
Nikita Sarraf,45,2,Salaried,33757,20591,3,92,38,89,23,0,0,0,609
Sai Sarna,58,1,Self-Employed,34030,11910,1,28,44,74,24,0,0,0,736
Shaurya Rattan,35,2,Salaried,16666,4499,3,25,60,76,23,0,0,0,701
Luke Deol,54,3,Self-Employed,27856,2785,0,98,41,96,29,0,0,0,764
Warinder Mitter,33,1,Salaried,45548,4554,0,92,41,92,7,0,0,0,727
Aarnav Dugar,28,1,Self-Employed,17475,8038,0,40,60,97,25,0,0,0,708
Rachana Vyas,33,1,Self-Employed,23808,5713,2,77,38,80,30,0,0,0,670
Tripti Savant,56,3,Self-Employed,16558,10597,0,73,51,84,10,0,0,0,660
Pranit Nanda,26,3,Salaried,10229,409,2,76,63,95,24,0,0,0,729
Anusha Narang,58,1,Student,18828,753,0,15,38,75,46,0,0,0,823
Ridhi Sunder,52,1,Salaried,16797,11589,0,64,49,90,46,0,0,0,664
Riya Basu,41,2,Salaried,28008,18765,0,93,43,72,10,1,268027,1,635
Ishaan Patla,27,2,Salaried,40659,4879,1,18,58,78,28,1,372817,3,749
Irya Raja,46,1,Salaried,25682,15409,1,93,52,73,24,0,0,0,599
Charvi Narayanan,35,3,Salaried,18983,11769,0,88,52,96,34,0,0,0,638
Xalak Kulkarni,43,2,Salaried,16241,10556,0,84,53,87,45,0,0,0,631
Ekiya Bawa,58,2,Salaried,38496,4234,0,95,56,97,10,0,0,0,773
Frado Bhargava,35,3,Salaried,37436,1123,0,76,57,92,22,0,0,0,760
Amruta Rout,36,1,Self-Employed,18701,1122,2,65,46,97,5,0,0,0,757
Aadi Bhavsar,52,2,Salaried,25345,16220,2,93,46,89,31,0,0,0,623
Jack Bakshi,57,2,Salaried,26507,14843,1,67,57,84,11,0,0,0,674
Rachit Hayer,38,3,Salaried,15532,4038,0,10,44,79,48,0,0,0,759
Aarna Pingle,40,1,Student,20945,12567,0,45,49,78,21,1,106839,0,657
Warjas Boase,22,3,Self-Employed,14650,9376,3,23,53,71,10,0,0,0,597
Chanakya Krishna,43,2,Salaried,47838,17221,0,74,51,92,38,1,458437,1,759
Inaya Narayanan,50,3,Salaried,13346,2001,0,36,56,78,16,0,0,0,773
Vinaya Chahal,23,3,Salaried,16262,10895,0,45,46,70,17,1,360695,1,649
Kai Bandi,59,1,Self-Employed,30056,3005,0,82,45,86,19,1,134701,0,768
Dominic Sarin,21,1,Student,22203,11767,0,37,38,99,33,0,0,0,690
Gautami Maharaj,42,1,Salaried,20653,10326,1,88,41,82,22,0,0,0,636
Ansh Chadha,49,2,Salaried,40706,814,0,60,49,97,18,0,0,0,811
Timothy Ramaswamy,34,3,Salaried,26343,11590,1,79,47,76,25,0,0,0,631
Riya Bora,48,1,Student,19997,10998,1,98,50,86,7,0,0,0,634
Yasti Devan,41,2,Salaried,17811,2493,2,21,53,80,6,0,0,0,759
Oni Yohannan,52,3,Self-Employed,14936,6870,1,19,62,91,42,1,159490,0,747
Azaan Sagar,26,3,Salaried,15538,1087,0,45,51,86,26,0,0,0,756
Manan Saxena,21,2,Self-Employed,17957,8978,0,15,37,88,10,0,0,0,696
Eta Hayer,41,3,Salaried,17738,12239,2,83,60,75,20,0,0,0,577
Vritti Ranganathan,24,1,Salaried,15196,8053,1,34,40,87,39,0,0,0,664
Onveer Kunda,23,1,Salaried,33027,4623,1,14,56,99,7,1,395226,1,834
Tanveer Nagarajan,50,1,Salaried,33553,14092,1,97,52,78,35,0,0,0,648
Balvan Kade,51,2,Salaried,14008,5323,2,56,48,76,12,0,0,0,685
Aachal Rai,54,2,Self-Employed,37517,3001,0,61,60,96,10,0,0,0,805
Ria Madan,39,1,Salaried,16267,6832,0,79,53,83,35,1,210849,0,718
Praneel Lata,40,1,Self-Employed,10122,3947,2,13,48,92,12,0,0,0,739
Indali Chahal,43,1,Self-Employed,13009,1040,0,38,46,89,19,1,185672,0,795
Pranav Pillay,45,1,Salaried,35541,7463,2,55,41,80,32,0,0,0,718
Finn Krishnan,35,3,Self-Employed,39952,23172,2,78,50,86,8,0,0,0,616
Hredhaan Sengupta,58,3,Salaried,17166,9441,0,76,48,93,37,0,0,0,696
Upadhriti Mall,43,1,Salaried,30301,909,0,28,51,94,17,0,0,0,825
Alka Wagle,22,1,Salaried,19640,6284,0,55,57,89,47,1,327241,2,745
Harita Baral,35,3,Salaried,64894,43478,0,52,61,87,21,0,0,0,646
Naveen Char,55,1,Self-Employed,10000,5200,0,50,42,70,38,0,0,0,677
Vasana Kant,30,3,Self-Employed,28045,2524,2,98,32,79,11,0,0,0,672
Devansh Vyas,34,1,Salaried,26839,16640,1,50,54,77,8,0,0,0,626
Aarini Dasgupta,47,2,Salaried,57367,3442,3,24,55,87,23,0,0,0,786
Sudiksha Karnik,34,3,Salaried,32142,10285,0,59,49,84,49,0,0,0,701
Bhavya Chatterjee,55,1,Salaried,10000,5500,1,16,58,87,28,0,0,0,729
Ethan Ray,53,1,Student,18509,5182,1,12,42,72,45,0,0,0,754
Rushil Nagarajan,21,3,Salaried,28187,9301,1,20,37,70,30,0,0,0,679
Niharika Subramanian,54,3,Salaried,15449,7724,0,91,57,80,27,1,85499,1,659
Harini Hans,39,2,Student,20334,2440,2,78,48,81,13,0,0,0,705
Karan Thaker,44,3,Self-Employed,18393,9932,1,75,40,88,18,0,0,0,656
Rehaan Prakash,24,3,Salaried,17102,6156,1,20,41,83,23,0,0,0,704
Harinakshi Ghose,56,1,Self-Employed,19710,4927,2,20,59,97,27,1,68823,0,797
Vyanjana Pradhan,33,1,Salaried,21264,1275,1,63,43,72,42,0,0,0,714
Laban Ganguly,52,1,Student,33114,11258,3,81,65,93,21,1,407298,1,743
Karan Uppal,29,1,Self-Employed,15919,10984,0,39,40,78,35,0,0,0,627
Radha Chakraborty,59,2,Student,20430,5720,1,62,43,73,14,0,0,0,716
Qadim Gandhi,36,1,Self-Employed,31810,12724,1,92,45,97,34,1,391916,0,722
Unnati Ganesan,23,1,Salaried,29147,11367,2,49,50,87,28,1,225051,0,715
Wakeeta Soman,40,1,Self-Employed,10000,4300,2,20,55,73,37,0,0,0,686
Eta Chahal,30,1,Salaried,14419,0,3,84,67,83,39,0,0,0,702
Gautam Wable,42,1,Salaried,16146,2583,1,46,52,94,40,0,0,0,770
Farhan Padmanabhan,23,1,Salaried,16334,8167,1,73,51,82,5,0,0,0,619
Amruta Chaudhuri,31,3,Salaried,19867,8542,0,80,44,94,45,0,0,0,673
Divya Mani,45,3,Self-Employed,13213,1585,3,64,50,87,45,0,0,0,731
Jagat Bhagat,28,3,Salaried,10000,1700,0,19,56,97,49,1,381113,1,837
Falak Upadhyay,29,3,Self-Employed,13811,5110,1,87,50,86,32,0,0,0,649
Oni Bhardwaj,35,3,Self-Employed,34416,14798,1,12,49,96,37,0,0,0,742
Manya Sane,52,1,Self-Employed,22227,3556,2,28,49,70,47,0,0,0,746
Qasim Ratti,23,3,Salaried,17473,873,2,98,41,73,41,0,0,0,656
Logan Vala,24,2,Self-Employed,23515,14109,0,23,57,90,46,1,73513,0,677
Darsh Sunder,50,1,Self-Employed,22816,2509,1,97,46,91,42,1,82257,0,736
Sathvik Narasimhan,33,2,Salaried,80910,7281,2,39,61,71,38,0,0,0,720
Balvan Behl,41,1,Self-Employed,32090,15082,1,31,58,71,43,1,267044,1,725
Banjeet Srivastava,39,1,Salaried,19792,3958,2,22,66,95,35,1,429392,1,823
Max Kannan,59,1,Self-Employed,34703,2429,0,56,54,90,36,0,0,0,808
Umang Chatterjee,42,2,Salaried,33576,22160,0,12,62,94,10,0,0,0,714
Leena Ratta,40,3,Self-Employed,19212,2497,1,94,54,96,29,0,0,0,728
Ladli Uppal,57,1,Salaried,34501,16215,3,90,56,89,44,0,0,0,659
Odika Yadav,51,3,Self-Employed,40582,13392,1,54,61,85,20,0,0,0,725
Chaaya Loke,30,1,Salaried,19347,1160,0,19,49,97,22,0,0,0,813
Kala Jaggi,38,1,Salaried,12116,1938,0,75,48,71,15,0,0,0,698
Jason Ganesan,59,1,Salaried,32400,11988,0,82,47,81,21,0,0,0,704
Advik Ramachandran,40,3,Student,20018,3002,2,42,67,75,43,1,87560,0,724
Agastya Pathak,38,3,Salaried,24744,7175,0,84,38,71,21,1,286839,0,713
Yuvraj Chatterjee,31,1,Salaried,31351,7210,1,63,42,94,7,0,0,0,720
Dakshesh Iyer,42,3,Salaried,45850,26134,3,66,46,83,6,0,0,0,626
Omaja Saraf,38,3,Salaried,17984,11150,0,15,55,82,36,0,0,0,688
George Sahota,54,1,Salaried,18382,5882,0,38,46,82,32,0,0,0,752
Amrita Saraf,43,2,Student,26499,13249,2,29,52,87,47,0,0,0,696
Anamika Chacko,21,3,Salaried,11430,1828,2,82,66,80,21,0,0,0,661
Luke Golla,30,2,Student,17862,5894,0,83,52,70,21,1,452662,2,691
Brinda Peri,21,2,Salaried,32117,3854,0,57,46,70,35,1,113414,0,694
Frado Dyal,58,2,Salaried,22814,5703,1,98,44,98,31,0,0,0,734
Yug Dey,59,1,Self-Employed,37336,1866,1,85,53,71,23,0,0,0,735
Siddharth Sarma,29,1,Salaried,17017,5785,1,64,41,71,11,0,0,0,648
Jacob Narayanan,51,2,Salaried,43485,9566,0,87,41,91,9,1,333920,0,786
Gauri Deshmukh,27,3,Salaried,22643,1585,1,58,56,94,23,0,0,0,751
Yochana Soman,37,3,Salaried,20456,11455,1,86,42,92,14,0,0,0,637
Suhani Chauhan,55,2,Salaried,34575,18324,0,51,49,82,40,0,0,0,698
Gaurav Wason,57,1,Salaried,11406,5817,1,81,48,73,45,0,0,0,648
Vasudha Gade,38,1,Salaried,17332,11612,0,58,45,85,5,0,0,0,641
Amol Tripathi,53,3,Student,25616,14601,1,26,44,85,8,0,0,0,708
Yashica Gala,24,2,Self-Employed,28034,12895,0,86,51,77,40,1,101010,0,616
Vrinda Narula,43,2,Salaried,10000,1600,1,79,47,70,44,0,0,0,690
Qasim Batta,31,1,Self-Employed,14739,736,0,16,50,95,8,0,0,0,815
Xiti Natarajan,29,1,Salaried,21223,212,2,46,54,75,16,1,379898,0,780
Jagat Roy,50,1,Salaried,20968,1258,1,75,66,90,42,1,226376,0,816
Pratyush Saran,28,3,Student,29930,0,0,91,55,91,37,0,0,0,737
Wakeeta Sha,25,2,Self-Employed,18530,1111,1,98,52,96,16,0,0,0,713
Balhaar Sachdeva,32,2,Salaried,13193,5277,2,31,59,81,49,0,0,0,684
Reyansh Sachdev,21,3,Salaried,28924,1446,2,94,49,83,18,1,334904,1,727
Pavani Jain,35,1,Self-Employed,12723,2926,1,47,41,83,33,1,89305,1,721
Xiti Dada,45,1,Salaried,16977,10525,1,62,61,71,42,1,159245,2,621
Anusha Gupta,38,1,Salaried,14781,9903,1,35,58,83,19,0,0,0,650
Zayyan More,58,2,Salaried,17298,8649,0,74,64,93,44,0,0,0,708
Abha Chacko,46,3,Student,10000,5500,0,73,50,90,5,0,0,0,673
Tejas Thakkar,23,3,Self-Employed,17697,7432,0,39,53,71,24,0,0,0,657
Bimala Rama,42,2,Self-Employed,34377,22688,0,25,46,82,18,1,443544,0,727
Advay Brahmbhatt,46,2,Salaried,19778,7911,0,41,36,98,14,1,235770,0,801
Leena Varma,39,3,Salaried,10000,4900,0,31,54,93,31,0,0,0,722
Manthan Devi,59,2,Salaried,10444,3446,0,70,48,87,28,1,357506,0,786
Baghyawati Kannan,56,1,Self-Employed,12716,1780,2,18,48,75,46,0,0,0,777
Alexander Khare,41,2,Salaried,19460,9730,1,47,48,75,37,0,0,0,661
Reva Balay,46,3,Salaried,10000,1700,0,55,48,83,14,0,0,0,753
Chaitaly Chaudhuri,33,2,Salaried,27740,2219,2,22,49,87,8,1,495013,2,821
Vivaan Pradhan,56,1,Salaried,48649,29189,1,33,60,93,46,0,0,0,716
Sai Sinha,44,1,Salaried,38072,12563,0,45,49,71,48,0,0,0,704
Megha Natt,46,2,Salaried,29502,5310,1,40,54,98,19,0,0,0,786
Zashil Karan,41,1,Salaried,34490,14830,0,29,52,78,28,0,0,0,709
Darpan Minhas,38,2,Salaried,43061,27559,2,56,32,92,37,0,0,0,643
Shaurya Brar,35,1,Salaried,29392,5584,0,89,49,77,5,0,0,0,685
Vedhika Baria,35,2,Salaried,11827,7451,0,64,44,99,20,1,496352,0,716
Upadhriti Warrior,26,1,Salaried,41845,10042,1,55,59,95,23,1,351347,0,770
Banjeet Sastry,51,3,Salaried,25679,4622,1,64,52,99,15,0,0,0,773
Imaran Boase,48,1,Student,17430,871,3,74,42,79,43,0,0,0,724
Pooja Anand,28,2,Salaried,27705,16623,2,62,43,98,39,1,426762,1,690
Pratyush Manda,49,1,Salaried,18413,2761,0,21,52,76,22,0,0,0,782
Upadhriti Sachdeva,41,1,Salaried,17372,3126,1,45,55,74,27,0,0,0,725
Anthony Mani,37,2,Self-Employed,54876,30181,1,96,58,85,19,0,0,0,615
Ijaya Korpal,44,1,Self-Employed,10000,6200,1,48,53,76,22,0,0,0,643
Advay Barad,56,2,Student,20197,13128,0,31,54,70,7,1,127558,0,672
Ganga Sekhon,51,1,Salaried,14035,6456,2,16,49,94,36,0,0,0,745
Varsha Varghese,54,2,Self-Employed,14149,8772,0,83,48,76,33,0,0,0,635
Abha Sankar,22,2,Salaried,11130,3227,0,88,50,76,42,0,0,0,642
Neel Luthra,23,3,Salaried,20199,12119,1,88,47,85,40,1,73573,0,590
Rajata Madan,50,2,Self-Employed,32997,20458,0,81,58,90,28,0,0,0,658
Sai Buch,28,3,Salaried,28549,11990,0,98,48,98,9,0,0,0,660
Anika Kapur,27,3,Salaried,24008,7202,1,79,60,90,32,0,0,0,676
Bhanumati Buch,32,1,Student,18998,1139,1,93,50,99,39,0,0,0,736
Baghyawati Subramaniam,39,3,Student,14443,9099,3,34,58,90,36,1,214963,1,705
Noah Sachar,46,2,Salaried,22175,13305,1,71,49,71,29,0,0,0,617
Thomas Sodhi,48,1,Salaried,30950,8666,0,36,52,78,30,0,0,0,744
Ganga Palla,35,3,Salaried,18514,4998,1,59,40,80,32,0,0,0,695
Geetika Chaudhary,34,1,Self-Employed,15320,3830,0,89,48,84,14,1,308611,1,735
Vasatika Setty,34,2,Self-Employed,47963,4796,2,43,49,82,32,0,0,0,737
Chatresh Nath,23,2,Self-Employed,13358,7614,0,26,58,85,35,0,0,0,668
Ganga Narain,49,2,Student,34344,9959,1,19,47,95,22,1,393113,2,834
Finn Anand,26,2,Self-Employed,12786,3068,2,58,59,84,45,1,196690,1,685
Harshil Toor,43,1,Self-Employed,15944,8450,1,71,39,98,28,1,289026,0,730
Advaith Sha,48,1,Self-Employed,35193,23227,1,58,56,70,16,1,71968,0,620
Gaurang Setty,34,1,Self-Employed,25005,7251,0,28,57,77,34,0,0,0,724
Anika Nayak,34,1,Salaried,18469,8865,2,84,48,97,34,0,0,0,650
Praneel Warrior,40,3,Salaried,47817,2869,0,87,36,71,24,0,0,0,709
Gayathri Narayanan,33,3,Salaried,12196,7561,1,60,46,86,21,0,0,0,633
Oliver Badami,47,2,Salaried,28846,19038,1,51,51,90,25,1,300415,0,715
Advay Chandran,55,1,Salaried,41093,3698,2,62,44,82,19,0,0,0,755
Naveen Kapadia,22,2,Student,22456,9656,0,86,45,85,14,0,0,0,634
Hemangini Mallick,44,1,Student,23406,7958,0,94,60,96,39,0,0,0,703
Garima Kadakia,49,3,Salaried,24679,11105,4,15,44,77,28,1,453506,1,740
Charita Tata,23,1,Self-Employed,10507,1050,2,83,45,76,11,0,0,0,667
Charita Jaggi,24,2,Student,15610,7961,0,73,49,73,5,0,0,0,611
Ishanvi Chatterjee,22,2,Salaried,38833,9708,0,67,48,93,13,1,270433,0,755
Aishani Vala,40,3,Self-Employed,14683,6313,4,83,52,96,29,0,0,0,649
Gavin Pandya,35,1,Salaried,17998,7019,1,99,52,98,17,0,0,0,667
Anya Gara,52,1,Salaried,11695,7250,1,85,58,84,11,1,151107,2,635
Anjali Shukla,21,3,Student,15274,5040,0,23,44,87,33,0,0,0,720
Omkaar Mani,58,2,Salaried,29762,19940,1,48,50,91,8,0,0,0,686
Daksh Dhaliwal,55,2,Salaried,11047,220,2,17,54,82,21,0,0,0,814
Chatresh Issac,27,3,Salaried,10000,2500,0,47,64,73,20,0,0,0,694
Qadim Ramanathan,33,1,Student,36000,12960,1,73,45,97,35,1,203867,1,744
Yashvi Talwar,21,1,Salaried,22057,441,0,98,56,97,8,0,0,0,727
Urvashi Thaman,34,1,Student,12300,5904,1,51,51,89,42,0,0,0,677
Utkarsh Bala,49,3,Salaried,28561,4855,2,72,49,91,22,0,0,0,737
Abeer Hayre,23,3,Salaried,12617,126,1,30,51,72,40,0,0,0,740
Garima Garde,44,2,Salaried,19733,5130,1,74,57,74,26,0,0,0,685
Wridesh Chatterjee,21,2,Student,14354,4449,2,34,64,90,13,0,0,0,699
Indrajit Mutti,30,1,Salaried,10000,6800,2,37,46,76,48,0,0,0,609
Widisha Master,33,2,Student,37444,3369,1,29,48,71,22,0,0,0,740
Falan Amble,56,3,Salaried,15285,2904,2,37,43,99,47,0,0,0,796
Devansh Doshi,29,3,Salaried,44610,30334,0,53,47,85,35,0,0,0,629
Ishanvi Randhawa,34,1,Salaried,23232,12312,2,22,49,89,32,0,0,0,686
Neha Rajagopal,56,1,Salaried,16940,3896,3,89,51,97,15,0,0,0,722
Vinaya Oommen,30,3,Student,12734,4329,0,99,39,95,14,0,0,0,673
Sanya Arya,43,2,Self-Employed,22490,13943,1,91,43,77,37,1,379255,0,650
Advika Raja,55,2,Salaried,28267,15829,1,15,42,93,31,0,0,0,740
Nidhi Bath,27,2,Salaried,35762,9655,1,64,55,97,35,1,396870,2,761
Nikita Mall,55,1,Self-Employed,29654,1779,2,81,64,71,40,0,0,0,720
Jeremiah Dhar,22,1,Salaried,19430,1943,0,31,57,78,32,0,0,0,741
Adya Mangat,35,1,Student,28709,10335,0,75,51,75,49,1,431835,0,711
Bahadurjit Edwin,29,1,Salaried,18047,9384,0,36,62,77,42,1,189249,0,662
Yashica Ganesh,37,1,Salaried,46655,14463,0,49,55,95,45,0,0,0,740
Ansh Oommen,59,1,Self-Employed,18605,8372,0,63,36,74,7,0,0,0,693
Tristan Ramanathan,38,1,Self-Employed,28802,13248,0,41,56,93,39,0,0,0,716
Chakradhar Saxena,35,1,Self-Employed,10000,4000,0,61,49,98,13,0,0,0,713
Faras Bath,38,1,Salaried,28150,10134,3,34,51,71,39,0,0,0,669
Gaurav Seth,44,2,Salaried,26693,4270,0,57,46,87,5,0,0,0,758
Ikbal Jha,43,3,Self-Employed,57944,5794,1,62,42,99,17,1,421797,1,827
William Rama,32,1,Salaried,17720,11163,2,17,49,76,48,0,0,0,642
Gaurang Naidu,43,1,Self-Employed,49899,14470,1,98,51,82,7,0,0,0,669
Yashasvi Andra,41,1,Salaried,22507,12603,2,55,46,89,49,0,0,0,659
Shivani Sehgal,46,3,Self-Employed,47187,9909,0,13,50,81,6,0,0,0,783
Chameli Mahajan,28,1,Student,26085,10694,1,77,46,82,42,0,0,0,641
Eta Som,50,1,Student,16636,1829,0,53,47,99,48,0,0,0,806
Aradhana Nair,54,3,Salaried,44848,15248,1,84,47,80,5,0,0,0,688
Barkha Tailor,22,1,Salaried,18478,4619,2,33,40,76,10,0,0,0,685
Arjun Bakshi,25,3,Salaried,18397,3679,0,40,48,99,31,0,0,0,759
Udant Gulati,51,3,Salaried,25165,2516,1,56,49,82,41,0,0,0,763
Kamala Patla,53,2,Self-Employed,22344,13406,0,32,49,95,41,0,0,0,726
Jeet Jha,24,2,Salaried,29022,20025,0,61,59,98,35,0,0,0,637
Aryan Patla,26,1,Salaried,25019,13009,1,11,53,88,23,0,0,0,694
Charan Edwin,43,2,Salaried,29257,16091,1,34,51,84,13,0,0,0,685
Urishilla Ramakrishnan,39,1,Self-Employed,29040,5517,1,19,45,71,39,0,0,0,740
Pahal Sant,28,2,Self-Employed,11896,5472,3,86,51,93,29,0,0,0,624
Unni Subramanian,59,1,Salaried,10000,500,1,39,45,83,15,0,0,0,805
Lohit Vig,33,1,Student,25319,11140,1,27,52,70,39,1,61615,1,670
Nikita Venkataraman,21,2,Salaried,15594,8420,1,92,52,80,11,0,0,0,585
Bahadurjit Buch,26,2,Salaried,14731,441,0,93,46,90,28,1,158377,1,724
Vedhika Mallick,27,1,Student,19226,3268,1,58,45,80,29,0,0,0,703
Ojas Narula,47,2,Salaried,25167,10066,2,64,43,92,16,0,0,0,698
Yutika Sengupta,35,2,Salaried,20695,5587,1,59,62,93,12,1,402594,0,771
Sanaya Pandit,54,2,Student,31648,12026,0,18,39,86,37,0,0,0,768
Oliver Sen,43,2,Salaried,14014,6586,0,28,46,86,8,1,239126,0,771
Nidra Narain,44,2,Student,55371,32115,1,43,40,89,8,0,0,0,682
Om Contractor,35,3,Salaried,35232,2466,0,76,56,92,11,0,0,0,752
Eesha Bhakta,55,2,Salaried,18848,12816,0,32,44,75,45,0,0,0,673
Eshana Andra,24,3,Salaried,60954,24381,0,40,58,98,20,0,0,0,716
Omkaar Kuruvilla,57,1,Salaried,10000,500,1,23,51,96,18,0,0,0,844
Eshana Koshy,37,1,Salaried,37173,8178,3,59,63,82,35,0,0,0,692
Jagvi Dora,51,2,Salaried,22508,2475,0,73,56,78,25,1,247985,0,796
Dipta Raja,58,1,Self-Employed,40391,9289,1,75,42,97,49,0,0,0,759
Megha Bakshi,30,3,Self-Employed,17297,2248,0,86,49,88,24,0,0,0,714
Sudiksha Trivedi,47,1,Salaried,12479,1747,0,94,56,98,6,0,0,0,752
Bhavya Natt,26,2,Salaried,24806,1984,0,41,48,70,8,0,0,0,726
Rohan Rastogi,26,2,Salaried,17185,3265,0,25,50,98,31,0,0,0,776
Rayaan Bumb,35,1,Salaried,25217,8825,2,12,47,86,13,0,0,0,728
Devansh Dass,24,2,Salaried,26321,1052,3,33,42,71,48,0,0,0,711
Devansh Singhal,27,3,Salaried,10000,5900,2,34,60,98,16,0,0,0,669
Aashi Anand,46,3,Salaried,34560,6912,1,53,48,72,44,1,68747,1,717
Utkarsh Hayre,51,2,Salaried,10000,2600,1,11,54,92,38,1,113456,0,796
Caleb Dhawan,22,2,Self-Employed,98292,34402,0,60,46,77,46,0,0,0,660
Zaid Saxena,48,3,Salaried,25118,11303,0,52,46,99,18,0,0,0,736
Quincy Sethi,33,1,Self-Employed,15440,8646,0,95,44,96,37,0,0,0,640
Wazir Bala,38,1,Salaried,10000,3900,1,43,61,80,7,0,0,0,692
Balveer Raghavan,50,1,Self-Employed,29640,13930,2,30,45,73,39,0,0,0,685
Ridhi Sankaran,31,3,Salaried,26794,10717,0,78,38,87,26,0,0,0,667
Oni Wason,33,1,Salaried,21137,10779,1,28,45,77,45,1,377253,0,719
Rayaan Vaidya,44,3,Self-Employed,18343,6236,1,33,65,97,41,0,0,0,756
Anmol Karan,49,2,Salaried,30799,1847,0,46,29,87,6,1,428251,0,847
Vamakshi Chowdhury,25,1,Salaried,10000,4600,2,25,43,85,5,0,0,0,674
Shivani Goda,55,3,Self-Employed,11337,2154,1,15,40,92,46,0,0,0,812
Kala Andra,39,2,Salaried,29534,7383,4,63,47,86,30,0,0,0,684
Qushi Cherian,33,2,Salaried,17289,6396,1,24,48,74,10,0,0,0,695
Pratyush Dyal,25,1,Self-Employed,31709,9512,1,95,49,72,28,0,0,0,620
Unnati D’Alia,34,1,Student,13260,6232,1,30,40,91,15,1,357750,0,754
Reva Aurora,58,2,Salaried,20942,7120,0,62,54,84,12,0,0,0,734
Abhimanyu Bir,42,1,Self-Employed,17065,511,1,14,53,98,45,0,0,0,836
Naveen Chakraborty,29,2,Salaried,49595,17854,2,78,45,88,25,0,0,0,654
Imaran Kanda,46,1,Salaried,18035,10821,2,39,53,75,33,1,198227,1,647
Aarini Mandal,25,3,Salaried,37506,10501,0,83,53,80,7,0,0,0,662
Qarin Chauhan,49,2,Salaried,25435,11954,0,23,51,79,25,0,0,0,722
Harshil Banerjee,42,3,Salaried,13879,693,1,87,55,94,38,0,0,0,751
Sanya Brar,23,1,Salaried,26887,10485,0,90,41,75,27,0,0,0,620
Neha Sheth,48,2,Salaried,25563,15849,2,13,54,86,22,1,318579,0,745
Benjamin Borah,58,1,Self-Employed,11036,7394,0,16,45,99,41,0,0,0,744
Damyanti Patla,34,1,Salaried,18254,2555,0,34,44,73,16,0,0,0,740
Dominic Dixit,34,1,Student,22385,12983,0,18,58,96,16,0,0,0,714
Balendra Oza,31,3,Salaried,46143,31838,2,23,45,91,38,0,0,0,652
Viraj Oza,29,3,Salaried,33136,7289,0,71,54,71,34,0,0,0,675
Abdul Sane,58,2,Salaried,17761,8880,0,31,49,89,42,1,89608,0,743
Turvi Loke,26,2,Self-Employed,10151,609,1,68,50,93,36,1,413885,0,789
Meera Mistry,21,2,Salaried,41078,8626,1,91,55,90,41,1,112747,1,672
Xavier D’Alia,45,1,Salaried,29316,15537,1,20,45,77,26,0,0,0,693
Ekaraj Chawla,36,3,Self-Employed,10000,7000,1,49,53,92,15,1,389427,0,695
Avi Yogi,35,2,Salaried,10682,3738,1,19,53,89,23,0,0,0,737
Bhanumati Taneja,54,2,Salaried,15481,4179,1,66,59,93,45,0,0,0,746
Maya Ramanathan,37,3,Self-Employed,45962,18384,0,56,41,76,46,0,0,0,677
Mekhala Ravi,23,3,Salaried,14213,8527,0,22,50,78,29,0,0,0,652
Yagnesh Khanna,23,1,Salaried,14794,3254,0,64,46,76,41,0,0,0,682
Xiti Jani,57,2,Self-Employed,10000,500,1,98,52,88,5,0,0,0,753
Samaksh Kulkarni,37,3,Salaried,19999,9599,1,47,47,96,7,0,0,0,700
Nikita Sarkar,58,2,Self-Employed,62376,6237,0,96,50,89,21,1,458615,0,808
Ayushman Baral,21,3,Salaried,33523,22795,2,84,45,94,49,0,0,0,583
Nathaniel Bhalla,27,1,Salaried,26973,16183,1,40,50,73,18,0,0,0,621
Geetika Trivedi,46,1,Self-Employed,16322,1305,0,87,50,86,43,1,388411,0,795
Samuel Kari,59,1,Salaried,10005,3201,0,58,52,73,35,0,0,0,722
Samarth Prasad,39,1,Self-Employed,32215,17073,0,30,54,90,11,1,335730,0,759
Krishna Patla,50,3,Self-Employed,19756,790,1,78,49,83,33,1,60934,0,753
Indira Merchant,34,2,Self-Employed,28011,15406,2,26,54,85,39,0,0,0,670
Damini Brahmbhatt,33,3,Salaried,10000,3300,0,85,40,85,34,0,0,0,674
Charles Dixit,40,1,Salaried,29495,18581,1,86,38,85,31,0,0,0,614
Nidhi Panchal,46,1,Salaried,59555,16079,1,43,55,80,39,1,412158,1,779
Shivansh Thakur,47,1,Salaried,14989,3447,1,85,46,91,9,0,0,0,719
Gunbir Contractor,45,1,Self-Employed,10000,1100,0,84,45,76,29,0,0,0,721
Harsh Narula,29,2,Salaried,40401,19392,2,89,54,91,16,0,0,0,625
Hitesh Bhatti,32,1,Salaried,10000,600,5,99,60,81,36,0,0,0,654
Henry Tella,30,1,Self-Employed,41284,18164,0,28,54,86,33,1,379723,1,756
Chasmum Sant,26,3,Salaried,21314,10443,1,24,41,80,36,0,0,0,671
Xalak Tara,54,1,Salaried,77736,27984,0,93,44,86,20,0,0,0,697
